#{"t_start": 1684956826.1219127, "env_id": null}
r,l,t
460.456848,10001,145.147105
454.56311,10001,162.274427
473.735718,10001,179.879318
462.659424,10001,197.131964
479.533081,10001,214.992181
1231.189331,10001,358.817523
1220.886841,10001,375.822027
1321.0802,10001,391.65374
1455.479736,10001,408.71344
1100.181641,10001,425.506584
1423.487183,10001,567.594694
1725.586304,10001,584.827197
1131.291992,10001,600.64509
1540.183228,10001,617.590081
1384.792725,10001,634.510312
847.19165,10001,774.275687
727.588989,10001,791.396259
872.678833,10001,807.160836
917.297852,10001,823.112676
695.500916,10001,838.728277
985.996826,10001,977.620452
918.599731,10001,993.047256
945.609253,10001,1009.776551
941.206177,10001,1025.249582
861.417358,10001,1041.931053
604.493164,10001,1177.592528
829.704346,10001,1193.086401
968.307251,10001,1209.565532
1189.004028,10001,1226.183084
800.897339,10001,1242.673048
979.399048,10001,1380.940482
974.505127,10001,1397.181338
976.498779,10001,1413.209424
914.91272,10001,1427.159613
695.194824,10001,1444.607539
870.110596,10001,1578.725942
1090.505981,10001,1595.135686
846.898804,10001,1611.631315
951.508301,10001,1625.745572
639.901733,10001,1641.901703
788.008911,10001,1779.900714
671.394165,10001,1795.526109
837.20752,10001,1812.834864
1050.409058,10001,1828.774934
731.889893,10001,1844.375669
864.299927,10001,1980.870197
801.30365,10001,1996.607621
955.90564,10001,2014.252605
909.708862,10001,2030.223471
1009.203857,10001,2046.274054
