#{"t_start": 1684678514.3358107, "env_id": null}
r,l,t
192.896729,1501,263.383829
274.997009,1501,265.68895
300.996918,1501,268.961173
333.996948,1501,271.242048
288.896759,1501,273.485471
265.097443,1501,534.778461
181.197205,1501,538.157559
304.597595,1501,540.428472
247.297272,1501,542.670975
362.397766,1501,546.106271
252.297241,1501,804.316696
339.897583,1501,806.610435
388.697418,1501,810.095939
164.897736,1501,812.352678
285.097229,1501,814.614029
231.59729,1501,1075.334037
257.797211,1501,1077.584298
287.097565,1501,1079.842815
357.997559,1501,1082.133839
319.597321,1501,1085.825231
305.997467,1501,1345.742767
271.69754,1501,1348.039869
239.297363,1501,1351.595806
269.797363,1501,1353.901423
210.797211,1501,1356.17576
206.99646,1501,1613.937152
159.896393,1501,1616.147577
293.696533,1501,1618.405192
194.496063,1501,1621.930749
179.396484,1501,1624.153573
189.996124,1501,1879.542777
253.49646,1501,1881.775641
211.496094,1501,1885.437534
203.296448,1501,1887.674199
208.49649,1501,1889.908022
170.796539,1501,2144.692734
218.495941,1501,2146.881708
226.795807,1501,2149.083312
247.19635,1501,2151.306108
164.096405,1501,2153.520067
184.0961,1501,2408.52525
243.696381,1501,2410.738239
215.596375,1501,2412.941457
240.896576,1501,2415.168305
223.696442,1501,2417.371217
197.596436,1501,2673.254574
224.596375,1501,2675.502514
219.296295,1501,2677.728069
241.496185,1501,2681.500889
242.996185,1501,2683.758421
