#{"t_start": 1684778858.2393794, "env_id": null}
r,l,t
269.396515,1501,181.70326
291.196808,1501,183.460288
193.496613,1501,186.243662
261.296448,1501,187.989504
261.396881,1501,189.763836
187.096893,1501,372.053586
333.396759,1501,373.789813
246.196686,1501,376.684037
256.996887,1501,378.404145
183.496552,1501,380.117433
227.396545,1501,558.368916
153.896423,1501,560.077988
259.896484,1501,563.011319
167.396545,1501,564.722623
247.296875,1501,566.447281
203.896576,1501,746.60647
174.896149,1501,748.281664
220.59613,1501,749.976858
153.296478,1501,751.658593
244.696167,1501,753.355881
246.896423,1501,932.93486
248.49649,1501,934.688031
190.496246,1501,936.410603
257.596344,1501,939.406772
207.296539,1501,941.14752
246.696625,1501,1120.44369
167.996826,1501,1123.501348
240.796234,1501,1125.241068
255.996246,1501,1126.987247
137.496201,1501,1128.709252
252.496399,1501,1307.646681
275.096313,1501,1309.392913
297.696503,1501,1311.143857
174.696106,1501,1312.866653
199.096375,1501,1316.057847
221.996185,1501,1494.678082
175.296814,1501,1496.372284
208.896606,1501,1498.08979
197.996307,1501,1499.802935
237.49646,1501,1501.521105
216.496094,1501,1680.882899
213.596436,1501,1682.576325
264.396484,1501,1684.301917
195.69635,1501,1685.994658
206.695923,1501,1687.684797
277.296417,1501,1867.207948
203.696564,1501,1868.973077
243.996155,1501,1870.72248
137.495926,1501,1874.041179
201.096222,1501,1875.822583
