#{"t_start": 1684416743.448924, "env_id": null}
r,l,t
-7.0,1501,52.165902
-71.0,1501,54.55108
-69.0,1501,57.291872
67.0,1501,59.686119
17.0,1501,62.444092
83.0,1501,114.875368
67.0,1501,117.471809
9.0,1501,120.058955
21.0,1501,122.649261
61.0,1501,125.215779
-13.0,1501,178.313992
113.0,1501,180.927631
-27.0,1501,183.543056
-47.0,1501,186.163055
-1.0,1501,188.81041
-115.0,1501,242.082402
-29.0,1501,244.738334
37.0,1501,247.38037
-17.0,1501,250.023756
-115.0,1501,252.676186
75.0,1501,305.528789
13.0,1501,308.235091
53.0,1501,310.942096
9.0,1501,313.353124
-21.0,1501,316.032863
85.0,1501,369.204668
69.0,1501,371.803877
90.5,1501,374.391784
188.5,1501,377.011085
72.0,1501,379.358518
40.5,1501,432.270935
112.5,1501,434.907752
136.5,1501,437.198176
116.0,1501,439.82172
54.5,1501,442.476445
30.0,1501,494.719449
60.5,1501,497.33555
99.0,1501,499.57878
94.5,1501,502.195938
3.0,1501,504.817976
51.5,1501,556.995099
49.0,1501,559.208731
136.5,1501,561.767398
78.0,1501,564.375123
-7.5,1501,566.593158
139.5,1501,618.734388
40.5,1501,621.415852
118.0,1501,623.662337
91.0,1501,626.368611
58.5,1501,628.637757
