#{"t_start": 1683707499.8469713, "env_id": null}
r,l,t
276.0,1501,127.772148
315.0,1501,130.116504
361.0,1501,133.022586
232.0,1501,134.850299
347.0,1501,136.713742
335.0,1501,257.249389
289.0,1501,259.085518
297.0,1501,260.922281
302.0,1501,263.843011
306.0,1501,265.770284
285.0,1501,387.616345
296.0,1501,390.85596
295.0,1501,392.724393
272.0,1501,394.596724
300.0,1501,396.484267
383.0,1501,515.488919
266.0,1501,517.328706
323.0,1501,520.537272
261.0,1501,522.462293
277.0,1501,524.310704
258.0,1501,646.906616
317.0,1501,648.690856
293.0,1501,650.469192
299.0,1501,653.606183
335.0,1501,655.394472
292.0,1501,773.603162
288.0,1501,775.3973
277.0,1501,777.195072
312.0,1501,778.993824
284.0,1501,782.200577
306.0,1501,902.473757
225.0,1501,904.283208
359.0,1501,906.229163
329.0,1501,908.084384
360.0,1501,911.337212
315.0,1501,1032.779904
266.0,1501,1034.62364
370.0,1501,1036.473748
307.0,1501,1038.329812
284.0,1501,1040.213725
287.0,1501,1154.069743
318.0,1501,1155.859727
263.0,1501,1157.6617
296.0,1501,1159.449951
264.0,1501,1161.237158
378.0,1501,1279.509549
312.0,1501,1281.795993
359.0,1501,1283.66767
307.0,1501,1287.024525
346.0,1501,1288.895378
