#{"t_start": 1686662777.8842535, "env_id": null}
r,l,t
1241.18042,10001,267.962167
1223.074829,10001,284.27853
1199.977051,10001,300.297839
1238.681763,10001,316.328807
1216.873779,10001,332.53473
1650.062866,10001,611.582882
1561.456421,10001,627.654151
1674.16272,10001,643.670688
1627.561157,10001,660.442315
1727.265259,10001,676.260068
1700.326538,10001,971.152693
1664.825928,10001,988.429553
1649.42688,10001,1006.39425
1679.424927,10001,1024.137931
1581.326538,10001,1041.143286
1355.867065,10001,1342.385297
1491.37146,10001,1359.066095
1450.77002,10001,1373.780742
1362.966431,10001,1390.149616
1582.172485,10001,1406.947588
1676.862915,10001,1713.221743
1470.856323,10001,1729.411897
1562.861572,10001,1746.846456
1619.859863,10001,1763.201607
1547.76001,10001,1780.572509
1238.206909,10001,2105.662547
1219.608398,10001,2123.963979
1279.706909,10001,2142.658283
1348.908081,10001,2160.086626
1408.404785,10001,2178.462266
1665.921509,10001,2516.816869
1544.821777,10001,2534.77649
1467.322754,10001,2550.308117
1482.721924,10001,2568.114058
1548.822754,10001,2586.032918
1603.150513,10001,2929.4211
1584.55481,10001,2946.995926
1689.260132,10001,2964.6271
1601.753906,10001,2981.049895
1593.05603,10001,2998.644717
1437.983276,10001,3338.821776
1332.173096,10001,3355.597384
1487.484253,10001,3370.356071
1329.57666,10001,3386.920677
1394.473755,10001,3403.393467
1471.252075,10001,3757.022599
1426.647217,10001,3772.309739
1715.264404,10001,3789.519218
1540.857422,10001,3806.875851
1589.158569,10001,3824.519146
