#{"t_start": 1684780749.0069447, "env_id": null}
r,l,t
265.197479,1501,189.293119
305.497437,1501,191.101989
266.497192,1501,192.895002
272.497253,1501,194.692472
352.497406,1501,198.20214
257.797028,1501,383.977144
292.297394,1501,385.808614
249.897186,1501,387.640353
239.997223,1501,389.413436
329.297241,1501,393.015885
284.897827,1501,574.460604
238.797363,1501,578.198662
341.297729,1501,579.991725
264.297302,1501,581.776083
280.397308,1501,583.551432
263.197327,1501,766.438166
228.897339,1501,768.192392
275.297363,1501,769.965574
256.097229,1501,773.839614
258.697418,1501,775.619821
259.897217,1501,956.673712
293.197235,1501,958.482435
275.197083,1501,960.260258
297.99704,1501,962.051193
288.197052,1501,963.833317
285.697144,1501,1143.453826
245.797089,1501,1145.257583
195.596832,1501,1147.033277
212.196838,1501,1148.808226
307.696716,1501,1150.594669
249.697296,1501,1328.601495
305.997253,1501,1332.673618
283.89743,1501,1334.473542
291.697357,1501,1336.287784
216.797028,1501,1338.066432
242.296631,1501,1511.59301
174.696716,1501,1513.307573
257.396576,1501,1515.035803
247.396515,1501,1519.285973
262.596344,1501,1521.01096
213.796173,1501,1695.190412
254.29657,1501,1696.937192
152.398163,1501,1698.618986
163.995972,1501,1700.310537
251.296661,1501,1702.033587
178.596069,1501,1874.80831
211.796112,1501,1876.557422
214.496277,1501,1878.306731
165.596375,1501,1880.050566
252.7966,1501,1884.101346
