#{"t_start": 1683675786.1188872, "env_id": null}
r,l,t
0.0,1501,3.480286
0.0,1501,4.927658
0.0,1501,6.831326
0.0,1501,8.280169
0.0,1501,10.197751
0.0,1501,13.758723
0.0,1501,15.25793
0.0,1501,17.239905
0.0,1501,18.74589
0.0,1501,20.684999
43.0,1501,24.47399
3.0,1501,26.961429
21.0,1501,28.962528
75.0,1501,31.441927
13.0,1501,33.427418
-45.0,1501,37.5071
-19.0,1501,40.00122
93.0,1501,42.001709
-29.0,1501,44.007331
-181.0,1501,46.458727
13.0,1501,50.580527
43.0,1501,52.571612
-19.0,1501,55.055279
41.0,1501,57.050785
27.0,1501,59.538118
-61.0,1501,63.207663
1.0,1501,65.680973
-41.0,1501,67.708118
-131.0,1501,70.22387
103.0,1501,72.223153
-93.0,1501,76.324865
47.0,1501,78.806198
19.0,1501,80.798816
53.0,1501,83.292108
-45.0,1501,85.285444
-7.0,1501,89.444376
-63.0,1501,91.439769
7.0,1501,93.96305
-29.0,1501,95.95707
-67.0,1501,98.445227
151.0,1501,102.609458
125.0,1501,104.618163
-115.0,1501,106.622461
5.0,1501,109.076761
-93.0,1501,111.100367
-5.0,1501,115.335458
-29.0,1501,117.82334
1.0,1501,119.836824
-27.0,1501,122.375411
-75.0,1501,124.369064
