#{"t_start": 1684848341.2234194, "env_id": null}
r,l,t
321.696655,1501,250.112918
225.596558,1501,252.736123
285.996582,1501,255.422706
272.996765,1501,257.716761
266.49704,1501,260.355286
330.797272,1501,512.627564
366.397491,1501,514.955516
272.397552,1501,517.310702
276.497467,1501,520.104629
281.897369,1501,522.404613
261.197388,1501,775.834924
304.297455,1501,778.780799
214.597351,1501,781.197932
238.397552,1501,784.061048
351.397644,1501,786.304014
301.797241,1501,1040.880205
264.297516,1501,1043.951605
271.797272,1501,1046.238736
324.397614,1501,1048.648793
224.697235,1501,1051.818271
230.796936,1501,1307.487291
225.297272,1501,1309.757447
241.297424,1501,1312.059371
290.297119,1501,1315.053734
256.996948,1501,1317.318812
225.497162,1501,1569.308658
295.99704,1501,1571.569691
245.796844,1501,1574.529174
233.79657,1501,1576.762187
235.796692,1501,1579.749597
247.696838,1501,1835.027911
319.196808,1501,1837.39707
248.897278,1501,1840.552322
257.196747,1501,1842.806016
239.296844,1501,1845.09545
280.896698,1501,2102.608865
283.796722,1501,2106.07797
152.296844,1501,2108.29307
267.696808,1501,2110.540391
223.197205,1501,2112.883041
258.39679,1501,2365.75622
283.696594,1501,2367.965857
236.2966,1501,2371.485611
238.596466,1501,2373.685557
255.996643,1501,2375.894314
231.196381,1501,2625.884117
187.896545,1501,2628.090789
235.696686,1501,2630.310568
251.296753,1501,2633.507478
224.396393,1501,2635.718049
