#{"t_start": 1683646001.432368, "env_id": null}
r,l,t
187.0,1501,52.742675
95.0,1501,55.124406
162.0,1501,57.477193
210.0,1501,60.411124
188.0,1501,62.723104
297.0,1501,115.465339
207.0,1501,117.633353
259.0,1501,120.416136
312.0,1501,122.608233
386.0,1501,125.408257
251.0,1501,177.302924
297.0,1501,180.166062
260.0,1501,182.355415
294.0,1501,185.229443
274.0,1501,187.427526
321.0,1501,239.096281
306.0,1501,241.941544
339.0,1501,244.133259
318.0,1501,246.988466
343.0,1501,249.175567
323.0,1501,301.630933
259.0,1501,304.51659
350.0,1501,306.696177
298.0,1501,308.874009
338.0,1501,311.780848
339.0,1501,364.919303
340.0,1501,367.208277
378.0,1501,369.477277
332.0,1501,372.410981
358.0,1501,374.668894
314.0,1501,427.596658
326.0,1501,430.645566
377.0,1501,432.86348
326.0,1501,435.096745
229.0,1501,438.131769
290.0,1501,490.881498
330.0,1501,493.093147
320.0,1501,496.100363
364.0,1501,498.310008
340.0,1501,500.559547
322.0,1501,554.874221
296.0,1501,557.197154
164.0,1501,560.278222
294.0,1501,562.586357
163.0,1501,564.888109
383.0,1501,618.443277
305.0,1501,620.661708
329.0,1501,622.857035
296.0,1501,625.055413
260.0,1501,628.107495
