#{"t_start": 1683717497.9604852, "env_id": null}
r,l,t
31.0,1501,116.025831
-81.0,1501,118.087505
39.0,1501,120.121823
7.0,1501,122.923585
-15.0,1501,124.9519
-19.0,1501,247.962083
43.0,1501,249.971119
-53.0,1501,252.719653
-59.0,1501,254.73542
-85.0,1501,257.502909
51.0,1501,375.176778
-55.0,1501,377.182652
41.0,1501,379.188586
41.0,1501,382.129027
1.0,1501,384.176802
0.0,1501,500.025309
0.0,1501,502.424836
0.0,1501,503.886608
0.0,1501,505.358223
0.0,1501,507.88184
0.0,1501,624.385116
0.0,1501,625.836063
0.0,1501,627.282012
0.0,1501,629.773591
0.0,1501,631.269423
0.0,1501,744.792511
0.0,1501,746.296528
0.0,1501,748.848523
0.0,1501,750.301034
0.0,1501,751.757993
189.0,1501,867.435378
174.0,1501,869.122618
235.0,1501,871.997273
246.0,1501,873.746722
256.0,1501,875.46475
29.0,1501,986.784506
30.0,1501,988.250081
29.0,1501,989.718965
32.0,1501,991.192928
31.0,1501,992.67066
168.0,1501,1102.627895
194.0,1501,1104.294974
202.0,1501,1105.924461
182.0,1501,1107.540395
173.0,1501,1110.571314
172.0,1501,1223.093772
202.0,1501,1224.813687
228.0,1501,1226.537634
193.0,1501,1229.384058
208.0,1501,1231.105795
