#{"t_start": 1683642447.6401076, "env_id": null}
r,l,t
0.0,1501,5.281008
0.0,1501,7.292313
0.0,1501,9.304581
0.0,1501,11.480055
0.0,1501,13.528168
146.0,1501,18.374343
306.0,1501,21.034271
159.0,1501,23.559473
143.0,1501,25.853981
157.0,1501,28.511256
-45.0,1501,33.370353
23.0,1501,36.093516
-25.0,1501,38.676948
-17.0,1501,41.254795
47.0,1501,43.831084
101.0,1501,48.877641
-13.0,1501,51.454766
47.0,1501,54.039392
-47.0,1501,56.619372
-57.0,1501,59.215728
87.0,1501,64.095661
69.0,1501,66.64948
93.0,1501,69.391964
-173.0,1501,71.989313
63.0,1501,74.40159
23.0,1501,79.43081
-67.0,1501,82.142248
-1.0,1501,84.73354
-35.0,1501,87.311076
-27.0,1501,89.90606
33.0,1501,94.840076
49.0,1501,97.575316
73.0,1501,100.184939
-27.0,1501,102.590882
-37.0,1501,105.337404
-95.0,1501,110.230453
31.0,1501,112.958844
-31.0,1501,115.547555
63.0,1501,118.156697
23.0,1501,120.74011
-95.0,1501,125.813513
109.0,1501,128.23028
103.0,1501,131.009515
47.0,1501,133.643558
99.0,1501,136.282938
43.0,1501,141.156246
41.0,1501,143.926921
23.0,1501,146.54315
27.0,1501,148.961002
29.0,1501,151.764589
