#{"t_start": 1684664080.5019186, "env_id": null}
r,l,t
-27.0,1501,78.760225
-95.0,1501,81.184472
73.0,1501,84.25814
-31.0,1501,86.686496
103.0,1501,89.770881
-97.0,1501,170.148535
45.0,1501,172.613088
35.0,1501,175.772371
25.0,1501,178.216697
65.0,1501,181.314456
-5.0,1501,263.268318
23.0,1501,265.738627
13.0,1501,268.162734
-3.0,1501,271.283187
-9.0,1501,273.712008
115.0,1501,357.121494
-59.0,1501,360.308246
13.0,1501,362.802604
-29.0,1501,366.006618
-45.0,1501,368.4921
39.0,1501,452.41992
-15.0,1501,455.654541
45.0,1501,458.089237
-121.0,1501,460.575336
-39.0,1501,463.998412
-21.0,1501,548.591037
1.0,1501,551.84781
-1.0,1501,554.292709
-123.0,1501,556.743385
31.0,1501,559.977824
-19.0,1501,643.105942
-87.0,1501,646.33398
-13.0,1501,648.7793
-77.0,1501,651.224633
43.0,1501,654.438427
103.0,1501,736.961359
47.0,1501,739.383317
-11.0,1501,741.804197
97.0,1501,745.117149
47.0,1501,747.544017
-23.0,1501,829.859249
-49.0,1501,832.308044
-43.0,1501,834.7633
-47.0,1501,838.045077
27.0,1501,840.491812
25.0,1501,923.230802
13.0,1501,925.634892
-73.0,1501,928.043721
-63.0,1501,931.532872
89.0,1501,933.958053
