#{"t_start": 1683706213.5980275, "env_id": null}
r,l,t
261.0,1501,117.615195
323.0,1501,120.142136
257.0,1501,121.981852
341.0,1501,124.547542
325.0,1501,126.533466
261.0,1501,250.2246
281.0,1501,252.727699
336.0,1501,254.612113
284.0,1501,257.141688
327.0,1501,258.998944
361.0,1501,381.110833
337.0,1501,383.757309
397.0,1501,385.616974
258.0,1501,388.318186
357.0,1501,390.189386
334.0,1501,508.921108
328.0,1501,510.77169
325.0,1501,513.467902
278.0,1501,515.286306
357.0,1501,518.014672
331.0,1501,635.831521
338.0,1501,637.660358
301.0,1501,639.495502
333.0,1501,641.368593
347.0,1501,644.158778
295.0,1501,766.479148
344.0,1501,768.335599
275.0,1501,770.1717
340.0,1501,773.002785
406.0,1501,774.870817
390.0,1501,892.677352
320.0,1501,894.51273
270.0,1501,897.429071
276.0,1501,899.265029
367.0,1501,901.121674
293.0,1501,1017.7936
322.0,1501,1019.544992
271.0,1501,1021.27739
271.0,1501,1024.325505
335.0,1501,1026.099026
164.0,1501,1142.832933
201.0,1501,1144.471044
203.0,1501,1146.116074
214.0,1501,1147.745778
202.0,1501,1149.40623
315.0,1501,1266.087545
237.0,1501,1269.395135
282.0,1501,1272.086216
221.0,1501,1274.776617
237.0,1501,1278.623534
