#{"t_start": 1684845446.49613, "env_id": null}
r,l,t
230.796631,1501,257.77055
237.096161,1501,260.009425
221.496094,1501,263.977262
199.796387,1501,266.420914
238.996124,1501,268.67291
205.497101,1501,523.004189
248.397583,1501,525.244571
300.297333,1501,527.686869
298.197632,1501,531.74013
345.097076,1501,533.948649
318.297455,1501,793.431153
240.297333,1501,795.691187
192.497284,1501,797.947587
301.297455,1501,800.22502
254.097778,1501,804.346974
318.397614,1501,1063.950787
319.697327,1501,1066.214991
317.897461,1501,1068.485895
222.997528,1501,1070.74321
235.297302,1501,1073.006483
296.597504,1501,1323.709023
319.097351,1501,1325.966145
232.497406,1501,1330.065304
261.197479,1501,1332.330104
188.097168,1501,1334.585732
311.497253,1501,1582.556213
284.597137,1501,1584.821712
333.597534,1501,1589.060533
258.697205,1501,1591.326542
240.397339,1501,1593.608315
227.297363,1501,1844.271038
315.697571,1501,1846.584146
364.297333,1501,1848.885379
292.897369,1501,1853.278396
303.397644,1501,1855.638649
257.197418,1501,2107.754145
267.997253,1501,2110.005974
273.297577,1501,2112.275959
246.697266,1501,2116.954324
277.997284,1501,2119.199178
256.397095,1501,2371.496926
273.197113,1501,2373.778572
245.696899,1501,2376.122164
247.796936,1501,2378.425021
306.397156,1501,2380.794823
220.096832,1501,2632.632564
222.496613,1501,2635.059831
230.496582,1501,2639.427899
229.496826,1501,2641.644842
295.696899,1501,2643.89869
