#{"t_start": 1685533524.601751, "env_id": null}
r,l,t
913.698853,10001,105.725154
1145.306885,10001,119.563986
806.801392,10001,133.222042
1032.810791,10001,146.95398
883.81189,10001,160.671067
1169.309082,10001,266.188638
1057.408569,10001,279.807627
1104.807495,10001,294.724266
998.409546,10001,307.210761
670.681641,10001,320.624508
604.822021,10001,424.409058
558.020264,10001,436.634637
513.292969,10001,449.852312
582.520752,10001,463.070011
524.224243,10001,476.222778
602.311035,10001,578.174789
607.025208,10001,590.810937
550.403503,10001,603.575046
615.116333,10001,616.252853
493.119019,10001,628.932987
699.690063,10001,729.576193
879.209229,10001,742.162192
1107.11084,10001,756.02024
926.221924,10001,769.930391
878.606445,10001,782.528151
1374.301514,10001,884.871232
906.308228,10001,897.578375
1183.402832,10001,911.461435
1131.104248,10001,925.295405
1207.90332,10001,939.21864
1338.096924,10001,1041.900054
1324.996826,10001,1055.28711
1158.294067,10001,1068.583391
1610.5896,10001,1082.157998
1207.695679,10001,1095.538615
1344.100464,10001,1195.273985
1058.004639,10001,1208.987154
1098.309937,10001,1220.268923
919.009216,10001,1233.72469
1054.110474,10001,1247.322745
327.957001,10001,1345.973086
336.759918,10001,1358.408587
317.618835,10001,1372.512697
350.388733,10001,1385.061134
330.240967,10001,1397.548496
968.788574,10001,1500.003945
1042.989624,10001,1513.393455
818.180603,10001,1524.384881
1145.997681,10001,1537.591858
1055.488647,10001,1550.778587
