#{"t_start": 1684777036.0862727, "env_id": null}
r,l,t
189.396667,1501,176.412341
223.796326,1501,178.487595
213.496765,1501,180.596391
242.196533,1501,182.327469
271.596832,1501,184.451414
245.397003,1501,358.669869
183.296844,1501,360.449736
251.796753,1501,362.683421
196.096497,1501,364.429819
286.796753,1501,366.70428
261.197052,1501,541.786247
277.59729,1501,544.172059
260.597046,1501,545.942401
316.997284,1501,548.329564
345.697144,1501,550.104514
211.496643,1501,727.972314
271.496857,1501,729.722313
289.996429,1501,731.435188
295.596375,1501,733.915382
227.196167,1501,735.626643
225.49646,1501,909.567602
210.596375,1501,911.892238
186.895905,1501,913.624925
260.19632,1501,915.959238
197.796295,1501,917.696689
200.096161,1501,1090.331423
150.596039,1501,1092.049494
225.496307,1501,1094.447721
191.796417,1501,1096.188756
195.596313,1501,1098.6396
225.397034,1501,1269.465394
249.596893,1501,1271.257004
210.496582,1501,1273.818866
209.196564,1501,1275.568178
213.496765,1501,1277.321938
170.696045,1501,1446.285642
260.69632,1501,1449.213479
290.596344,1501,1450.925741
172.496094,1501,1452.625902
222.196228,1501,1454.319389
132.597015,1501,1623.303387
222.096832,1501,1625.003295
223.996552,1501,1626.725453
205.396393,1501,1628.459717
270.496246,1501,1630.274027
304.496338,1501,1798.215037
175.496124,1501,1799.941645
274.096375,1501,1801.714535
260.596283,1501,1803.466489
222.996002,1501,1806.145443
