#{"t_start": 1683716242.3292868, "env_id": null}
r,l,t
297.0,1501,109.22875
305.0,1501,111.304722
242.0,1501,113.357057
318.0,1501,115.122832
349.0,1501,117.233015
316.0,1501,232.764637
239.0,1501,234.956156
287.0,1501,237.313685
302.0,1501,239.27335
333.0,1501,241.448879
317.0,1501,360.504143
369.0,1501,362.795384
294.0,1501,364.615404
298.0,1501,366.874665
302.0,1501,368.703487
272.0,1501,484.56124
308.0,1501,487.802192
300.0,1501,490.422663
262.0,1501,493.087496
308.0,1501,496.270004
303.0,1501,610.436336
260.0,1501,612.817082
212.0,1501,615.29312
277.0,1501,617.610006
300.0,1501,620.02048
350.0,1501,733.687257
327.0,1501,736.281853
300.0,1501,739.581287
271.0,1501,742.169387
293.0,1501,744.682304
318.0,1501,859.960837
353.0,1501,862.60305
345.0,1501,865.931063
258.0,1501,867.736577
235.0,1501,869.534709
262.0,1501,994.196489
329.0,1501,996.964921
333.0,1501,998.783068
301.0,1501,1000.587934
332.0,1501,1002.404354
373.0,1501,1116.358908
287.0,1501,1118.167068
299.0,1501,1120.006453
276.0,1501,1121.806729
281.0,1501,1124.55364
354.0,1501,1239.271079
319.0,1501,1241.144569
320.0,1501,1243.030254
240.0,1501,1245.626477
306.0,1501,1247.519255
