#{"t_start": 1683675647.5156264, "env_id": null}
r,l,t
-33.0,1501,4.015319
125.0,1501,6.013834
125.0,1501,8.479748
25.0,1501,10.474983
-59.0,1501,12.484343
-73.0,1501,16.540166
165.0,1501,18.975107
9.0,1501,20.967838
-5.0,1501,23.406544
-19.0,1501,25.396088
-51.0,1501,29.480701
73.0,1501,31.994253
27.0,1501,34.000325
-37.0,1501,36.449724
-55.0,1501,38.446776
11.0,1501,42.513267
-69.0,1501,44.524283
43.0,1501,46.956412
35.0,1501,49.42468
61.0,1501,51.430233
127.0,1501,55.540043
-33.0,1501,57.568712
-55.0,1501,60.019131
37.0,1501,62.025164
7.0,1501,64.481484
-51.0,1501,68.659589
-87.0,1501,70.663509
63.0,1501,73.12991
-31.0,1501,75.146756
49.0,1501,77.625627
-89.0,1501,81.280582
-95.0,1501,83.764078
1.0,1501,85.773278
-13.0,1501,88.241968
145.0,1501,90.246575
-53.0,1501,95.962476
7.0,1501,99.363945
19.0,1501,102.289246
65.0,1501,105.719398
-83.0,1501,108.648408
-31.0,1501,113.500582
187.0,1501,115.501099
-27.0,1501,117.936483
-51.0,1501,119.926102
9.0,1501,122.356859
17.0,1501,126.485364
3.0,1501,128.506064
31.0,1501,130.989122
3.0,1501,132.977829
-55.0,1501,135.449152
