#{"t_start": 1684078956.3358796, "env_id": null}
r,l,t
-73.0,1501,155.43895
99.0,1501,157.865387
-51.0,1501,160.980128
-37.0,1501,163.407293
-45.0,1501,166.54016
122.0,1501,321.111661
51.0,1501,323.350612
103.0,1501,326.329356
108.0,1501,328.592337
37.0,1501,331.601494
132.0,1501,482.702621
192.0,1501,485.634512
218.0,1501,487.735689
251.0,1501,490.708705
186.0,1501,492.794181
325.0,1501,646.824599
291.0,1501,650.014299
268.0,1501,652.251514
243.0,1501,654.505644
220.0,1501,657.653145
286.0,1501,811.990657
272.0,1501,815.219013
317.0,1501,817.408506
351.0,1501,819.605997
270.0,1501,821.790401
340.0,1501,975.841718
280.0,1501,979.090395
291.0,1501,981.314207
305.0,1501,983.526661
295.0,1501,986.820786
374.0,1501,1139.183338
349.0,1501,1141.456203
261.0,1501,1144.793054
294.0,1501,1147.065254
200.0,1501,1149.300196
266.0,1501,1305.371799
276.0,1501,1307.641331
269.0,1501,1309.916234
314.0,1501,1312.190002
260.0,1501,1315.791613
179.0,1501,1469.891672
209.0,1501,1471.947765
239.0,1501,1473.99901
199.0,1501,1476.046539
215.0,1501,1478.099056
336.0,1501,1630.83075
374.0,1501,1633.12434
325.0,1501,1635.423603
282.0,1501,1638.83428
368.0,1501,1641.12225
