#{"t_start": 1684850991.0268183, "env_id": null}
r,l,t
265.296997,1501,256.187361
289.797424,1501,258.454361
196.196686,1501,260.65532
203.897186,1501,262.871365
277.097229,1501,266.135391
221.697205,1501,519.297449
299.997284,1501,521.526815
352.297485,1501,523.760282
325.897583,1501,527.162318
257.297363,1501,529.380644
249.496826,1501,775.576756
281.696747,1501,779.037049
306.296722,1501,781.215196
234.696533,1501,783.388592
201.896851,1501,785.557808
281.396515,1501,1032.597384
257.396606,1501,1034.747125
233.796417,1501,1036.896806
170.496399,1501,1039.038839
245.796509,1501,1042.712295
182.095917,1501,1286.707175
235.996246,1501,1290.166539
151.596497,1501,1292.311702
175.796631,1501,1294.481636
210.996277,1501,1296.660801
169.796234,1501,1545.294177
239.196442,1501,1547.574083
241.496307,1501,1549.779598
246.89624,1501,1553.398595
219.296448,1501,1555.660718
261.19632,1501,1803.055387
216.99646,1501,1805.370049
205.496643,1501,1809.057188
215.596161,1501,1811.270428
295.996643,1501,1813.667643
200.096344,1501,2062.606277
226.796112,1501,2066.834823
204.496277,1501,2069.053686
222.196228,1501,2071.288247
199.496429,1501,2073.558083
168.296509,1501,2321.944761
147.296448,1501,2324.176903
181.395782,1501,2326.326721
265.796417,1501,2328.530208
286.296448,1501,2330.743473
195.296082,1501,2580.318086
145.196533,1501,2582.509417
209.296234,1501,2584.726086
185.29657,1501,2587.011755
260.296082,1501,2590.991075
