#{"t_start": 1683643616.439769, "env_id": null}
r,l,t
-115.0,1501,27.054443
-141.0,1501,29.445553
-61.0,1501,32.138007
-7.0,1501,34.850773
-139.0,1501,37.580889
225.0,1501,64.361654
257.0,1501,66.989289
247.0,1501,69.285289
259.0,1501,71.89488
193.0,1501,74.487238
280.0,1501,101.362902
326.0,1501,103.936152
311.0,1501,106.511204
288.0,1501,108.760214
345.0,1501,111.365235
316.0,1501,138.560089
310.0,1501,140.766471
285.0,1501,143.287972
270.0,1501,145.857057
343.0,1501,148.067689
256.0,1501,175.04055
337.0,1501,177.201413
295.0,1501,179.724262
269.0,1501,181.885307
254.0,1501,184.390586
261.0,1501,211.637957
287.0,1501,214.340344
285.0,1501,216.654827
325.0,1501,219.266707
275.0,1501,221.894509
270.0,1501,249.522258
298.0,1501,252.119475
248.0,1501,254.771027
281.0,1501,256.966259
364.0,1501,259.602722
392.0,1501,287.10426
318.0,1501,289.334801
312.0,1501,291.998892
311.0,1501,294.629156
277.0,1501,296.845885
308.0,1501,325.468793
262.0,1501,327.734397
261.0,1501,330.518896
192.0,1501,333.414433
378.0,1501,335.751997
314.0,1501,364.082772
311.0,1501,366.402048
348.0,1501,369.163738
302.0,1501,371.983524
332.0,1501,374.258171
