#{"t_start": 1686680214.4584043, "env_id": null}
r,l,t
1245.995972,10001,273.212678
1217.78064,10001,290.390893
1265.388428,10001,307.473943
1211.789307,10001,324.592027
1242.688965,10001,341.783829
1559.527954,10001,619.872366
1655.32373,10001,637.25477
1596.42749,10001,654.613144
1570.724609,10001,671.959757
1570.22876,10001,689.240299
1250.396606,10001,964.638453
1235.290649,10001,980.694174
1180.992065,10001,997.843237
1223.591919,10001,1015.08878
1192.094727,10001,1031.007156
1511.076172,10001,1297.943917
1496.572998,10001,1315.030496
1532.074219,10001,1330.130371
1430.966797,10001,1346.918031
1491.673462,10001,1363.921563
1675.541504,10001,1631.357906
1673.94043,10001,1649.060108
1640.540527,10001,1666.11439
1668.542969,10001,1683.296662
1786.6427,10001,1702.034329
1341.504883,10001,1978.971832
1227.607178,10001,1996.567688
1465.406616,10001,2015.89242
1351.106934,10001,2033.523676
1277.306641,10001,2051.281464
952.198364,10001,2345.953489
957.698364,10001,2362.481951
953.098755,10001,2381.92288
1054.997681,10001,2398.224255
1006.898193,10001,2417.690964
963.099854,10001,2712.530594
1139.200684,10001,2730.796896
1045.200439,10001,2749.062092
1234.500488,10001,2769.174624
1215.89917,10001,2787.578873
1391.905762,10001,3072.439919
1413.309448,10001,3090.948547
1536.408081,10001,3109.365334
1375.007935,10001,3127.9072
1274.607422,10001,3143.851987
1021.898804,10001,3430.432936
819.898804,10001,3449.974247
1079.998535,10001,3466.620048
968.599121,10001,3486.017807
884.698975,10001,3505.382543
