#{"t_start": 1684077349.623465, "env_id": null}
r,l,t
249.0,1501,148.839532
267.0,1501,151.270935
314.0,1501,153.726997
308.0,1501,155.900929
278.0,1501,158.327432
193.0,1501,304.681574
241.0,1501,307.113633
211.0,1501,309.209717
152.0,1501,311.611962
216.0,1501,314.044258
288.0,1501,464.812586
332.0,1501,467.487182
338.0,1501,469.755956
350.0,1501,472.443384
375.0,1501,475.149091
299.0,1501,625.989089
141.0,1501,628.275942
174.0,1501,631.055541
240.0,1501,633.357558
246.0,1501,636.127048
274.0,1501,788.633579
343.0,1501,791.497218
307.0,1501,793.745277
327.0,1501,795.991889
362.0,1501,798.822983
277.0,1501,950.52194
263.0,1501,952.758607
309.0,1501,955.674056
295.0,1501,957.939194
253.0,1501,960.181808
169.0,1501,1107.518338
185.0,1501,1109.573813
138.0,1501,1111.59852
209.0,1501,1114.381892
171.0,1501,1116.415447
329.0,1501,1264.340857
250.0,1501,1266.57221
331.0,1501,1268.801418
316.0,1501,1272.003696
394.0,1501,1274.260093
312.0,1501,1425.099487
343.0,1501,1428.302575
291.0,1501,1430.547024
357.0,1501,1432.796431
344.0,1501,1435.032248
354.0,1501,1585.570835
279.0,1501,1587.780449
352.0,1501,1590.695646
294.0,1501,1592.896975
272.0,1501,1595.83934
