#{"t_start": 1684774923.3763945, "env_id": null}
r,l,t
246.397308,1501,189.247046
233.097382,1501,192.172467
251.997314,1501,194.026427
253.997345,1501,195.871432
273.297241,1501,198.726478
255.09726,1501,385.146904
254.596924,1501,386.931288
242.597168,1501,388.735555
304.497589,1501,390.565478
248.997192,1501,393.510338
254.797241,1501,577.123727
280.597382,1501,578.918043
281.297485,1501,580.734599
249.597351,1501,583.738694
240.397491,1501,585.548062
323.097534,1501,766.208912
192.09726,1501,768.019587
199.697479,1501,769.826556
323.297241,1501,771.610202
299.897034,1501,774.842709
270.297211,1501,956.482928
281.19754,1501,958.328689
263.897125,1501,961.390371
243.597595,1501,963.225941
241.497253,1501,965.048621
177.096466,1501,1142.72564
255.996368,1501,1144.513644
262.696533,1501,1147.593329
147.996674,1501,1149.35322
221.7966,1501,1151.128387
294.596527,1501,1328.235751
222.296387,1501,1329.999094
200.596191,1501,1333.217145
270.096161,1501,1334.985216
223.096466,1501,1336.75826
211.896271,1501,1511.861837
192.796417,1501,1513.604416
197.49649,1501,1515.341354
277.496552,1501,1517.092291
256.096283,1501,1520.697972
245.896545,1501,1697.723813
202.296265,1501,1699.467643
225.096344,1501,1701.203959
148.296509,1501,1702.917289
230.296356,1501,1704.646778
244.096588,1501,1880.454072
281.496368,1501,1882.2506
255.296387,1501,1884.023561
268.696228,1501,1885.869983
228.096283,1501,1887.710481
