#{"t_start": 1684432878.3818238, "env_id": null}
r,l,t
33.0,1501,103.63092
41.0,1501,106.848432
97.0,1501,109.273338
-21.0,1501,112.526447
25.0,1501,114.946124
-13.0,1501,221.473447
-93.0,1501,224.740282
7.0,1501,227.122868
69.0,1501,229.539392
131.0,1501,232.76241
59.0,1501,339.644377
-3.0,1501,342.062976
-11.0,1501,345.337829
-23.0,1501,347.765869
-49.0,1501,351.072633
-77.0,1501,458.416284
19.0,1501,460.830198
37.0,1501,463.230865
39.0,1501,466.626388
93.0,1501,469.01723
-71.0,1501,577.328579
31.0,1501,579.735231
31.0,1501,583.177832
-21.0,1501,585.576033
135.0,1501,587.969115
43.0,1501,696.660929
41.0,1501,699.069255
83.0,1501,701.486749
-45.0,1501,704.913132
69.0,1501,707.326905
-21.0,1501,815.385973
-51.0,1501,818.967057
35.0,1501,821.403564
-65.0,1501,823.849408
65.0,1501,826.251226
-135.0,1501,935.759942
-127.0,1501,938.16116
-79.0,1501,940.554348
-13.0,1501,942.948205
-195.0,1501,945.334677
-31.0,1501,1054.259041
81.0,1501,1057.85095
53.0,1501,1060.261384
-39.0,1501,1062.686211
167.0,1501,1066.293088
65.0,1501,1174.075029
21.0,1501,1176.493062
-43.0,1501,1180.080984
-67.0,1501,1182.50701
-31.0,1501,1184.921055
