#{"t_start": 1683671401.44995, "env_id": null}
r,l,t
-10.0,1501,40.794322
-38.0,1501,43.109989
1.0,1501,45.05358
97.0,1501,47.3887
39.0,1501,49.322736
167.0,1501,92.351139
179.0,1501,94.248197
147.0,1501,96.423698
193.0,1501,98.664618
147.0,1501,100.543837
83.0,1501,143.91375
101.0,1501,146.281912
77.0,1501,148.222829
91.0,1501,150.505649
144.0,1501,152.844568
253.0,1501,192.215077
198.0,1501,194.068943
182.0,1501,196.287521
233.0,1501,198.5619
184.0,1501,200.448406
269.0,1501,239.279817
223.0,1501,241.4441
235.0,1501,243.136436
241.0,1501,245.296086
216.0,1501,246.959504
265.0,1501,285.307397
196.0,1501,287.427836
222.0,1501,289.545375
281.0,1501,291.283673
211.0,1501,293.380859
232.0,1501,332.037319
272.0,1501,334.361496
305.0,1501,336.151837
292.0,1501,338.587691
314.0,1501,340.496973
244.0,1501,379.411459
278.0,1501,381.156342
366.0,1501,383.460713
287.0,1501,385.207486
319.0,1501,387.523955
321.0,1501,426.600858
305.0,1501,429.004345
316.0,1501,430.78623
327.0,1501,432.562401
365.0,1501,434.838628
249.0,1501,476.138158
260.0,1501,478.532621
276.0,1501,480.294562
287.0,1501,482.67676
262.0,1501,484.475523
