#{"t_start": 1684681214.3324149, "env_id": null}
r,l,t
301.697174,1501,264.764439
296.397156,1501,267.08083
216.897156,1501,269.384183
210.297089,1501,271.702375
246.097443,1501,274.00616
289.697266,1501,531.450869
279.597534,1501,535.506668
239.897339,1501,537.770027
266.397339,1501,540.058372
288.897675,1501,542.334753
331.89743,1501,797.845282
273.097382,1501,800.112202
301.997406,1501,802.403346
331.8974,1501,806.550842
280.697357,1501,808.821855
208.397369,1501,1062.21171
267.197388,1501,1064.483984
247.89743,1501,1066.734488
321.797516,1501,1069.008671
290.897247,1501,1071.268801
223.697327,1501,1323.908085
195.197418,1501,1328.063236
294.997162,1501,1330.336342
213.497711,1501,1332.625244
298.897217,1501,1334.89454
283.997437,1501,1584.443805
266.897369,1501,1586.738461
291.397278,1501,1589.03037
288.797455,1501,1591.342347
280.997437,1501,1595.530896
238.197144,1501,1843.103988
210.696899,1501,1845.361302
266.496948,1501,1849.691522
262.797211,1501,1851.974903
309.797211,1501,1854.258089
254.89743,1501,2102.233999
231.997162,1501,2104.504077
215.297089,1501,2106.748673
235.297302,1501,2109.016611
243.597321,1501,2113.680799
214.897552,1501,2359.764988
291.597107,1501,2364.492268
229.697266,1501,2366.772685
248.797668,1501,2369.043984
297.797485,1501,2371.318483
284.79657,1501,2619.377507
177.796814,1501,2621.639879
283.796631,1501,2626.029202
230.196777,1501,2628.318837
187.996399,1501,2630.58375
