#{"t_start": 1683669666.2728477, "env_id": null}
r,l,t
23.0,1501,3.864732
69.0,1501,6.032625
59.0,1501,8.236615
-9.0,1501,10.438276
-67.0,1501,12.632701
-87.0,1501,16.407184
-69.0,1501,18.563854
-17.0,1501,20.745552
-119.0,1501,22.937437
105.0,1501,25.19404
-1.0,1501,30.915193
-5.0,1501,34.024799
27.0,1501,37.120701
-33.0,1501,40.185715
-75.0,1501,43.23561
-11.0,1501,47.598635
51.0,1501,49.730384
-3.0,1501,51.887529
-79.0,1501,54.034428
69.0,1501,56.389191
69.0,1501,60.1814
-47.0,1501,62.357002
107.0,1501,64.515272
-43.0,1501,66.684272
47.0,1501,68.845566
-97.0,1501,72.835385
-77.0,1501,75.00537
67.0,1501,77.191454
87.0,1501,79.364776
3.0,1501,81.338564
63.0,1501,85.51222
7.0,1501,87.779386
-45.0,1501,89.938428
-15.0,1501,92.101954
39.0,1501,94.277567
1.0,1501,98.238723
31.0,1501,100.406078
57.0,1501,102.586231
-5.0,1501,104.771543
85.0,1501,106.983568
301.0,1501,110.613147
262.0,1501,112.543574
305.0,1501,114.478117
275.0,1501,116.397366
307.0,1501,118.351688
-2.0,1501,122.291757
9.0,1501,124.467626
88.0,1501,126.668456
31.0,1501,128.618154
19.0,1501,130.985537
