#{"t_start": 1684082587.6876693, "env_id": null}
r,l,t
255.0,1501,149.552135
324.0,1501,151.735173
324.0,1501,154.25196
304.0,1501,156.793442
313.0,1501,158.947775
250.0,1501,309.698542
265.0,1501,312.24199
245.0,1501,314.798835
274.0,1501,316.970495
261.0,1501,319.532292
264.0,1501,469.936611
267.0,1501,472.145148
274.0,1501,474.854901
308.0,1501,477.088398
282.0,1501,479.80126
274.0,1501,632.789497
376.0,1501,635.080115
343.0,1501,637.385283
284.0,1501,640.207547
205.0,1501,642.49072
337.0,1501,793.520222
319.0,1501,796.419884
361.0,1501,798.664297
333.0,1501,800.889708
356.0,1501,803.785627
357.0,1501,954.759393
331.0,1501,957.008948
335.0,1501,959.938828
236.0,1501,962.150824
277.0,1501,964.373068
311.0,1501,1116.307687
262.0,1501,1118.562326
342.0,1501,1121.552915
320.0,1501,1123.785478
367.0,1501,1126.795742
327.0,1501,1278.981799
257.0,1501,1281.181245
269.0,1501,1284.343196
233.0,1501,1286.558245
319.0,1501,1288.868334
284.0,1501,1441.151172
318.0,1501,1444.381287
280.0,1501,1446.611351
276.0,1501,1448.790753
292.0,1501,1450.978143
277.0,1501,1601.150823
311.0,1501,1603.414399
332.0,1501,1606.434553
343.0,1501,1608.70825
361.0,1501,1611.010798
