#{"t_start": 1683645361.068117, "env_id": null}
r,l,t
49.0,1501,53.588479
17.0,1501,56.029293
69.0,1501,58.957874
-27.0,1501,61.38452
-173.0,1501,64.249944
187.0,1501,117.499482
127.0,1501,120.369956
149.0,1501,122.868279
126.0,1501,125.749062
204.0,1501,128.187811
261.0,1501,181.572018
306.0,1501,183.900688
259.0,1501,186.769863
192.0,1501,189.083132
237.0,1501,191.862124
263.0,1501,245.601793
295.0,1501,248.472864
315.0,1501,251.327836
236.0,1501,253.713566
305.0,1501,256.073644
299.0,1501,309.643335
305.0,1501,311.868263
256.0,1501,314.713303
268.0,1501,316.953725
323.0,1501,319.210785
300.0,1501,371.975619
258.0,1501,374.781536
224.0,1501,377.0697
285.0,1501,379.958717
290.0,1501,382.194348
264.0,1501,435.51504
285.0,1501,437.70604
285.0,1501,440.502656
314.0,1501,442.698501
297.0,1501,445.585984
272.0,1501,498.312545
255.0,1501,500.493026
340.0,1501,503.371928
343.0,1501,505.589027
300.0,1501,507.763505
254.0,1501,561.403234
335.0,1501,563.636751
369.0,1501,566.555453
343.0,1501,568.800898
255.0,1501,571.018744
276.0,1501,624.74752
278.0,1501,626.995517
277.0,1501,629.999597
321.0,1501,632.26563
267.0,1501,634.582232
