#{"t_start": 1683646942.993568, "env_id": null}
r,l,t
391.0,1501,77.8705
258.0,1501,80.017214
333.0,1501,82.598118
264.0,1501,85.177227
329.0,1501,87.379418
280.0,1501,163.275506
306.0,1501,165.855436
277.0,1501,167.998999
244.0,1501,170.554048
211.0,1501,172.683785
293.0,1501,248.89318
299.0,1501,251.061193
275.0,1501,253.705186
342.0,1501,255.886798
231.0,1501,258.529274
301.0,1501,335.383998
309.0,1501,337.58965
232.0,1501,340.243862
282.0,1501,342.42249
294.0,1501,345.081033
331.0,1501,421.312936
275.0,1501,423.520736
360.0,1501,426.294284
271.0,1501,428.502811
419.0,1501,431.316322
313.0,1501,507.807343
303.0,1501,510.545701
290.0,1501,512.757698
293.0,1501,515.528252
275.0,1501,517.739353
253.0,1501,596.139601
349.0,1501,598.410878
340.0,1501,600.684697
292.0,1501,603.464846
232.0,1501,605.728526
138.0,1501,684.271281
189.0,1501,686.594979
165.0,1501,689.511737
263.0,1501,691.80402
196.0,1501,694.74118
376.0,1501,772.54043
313.0,1501,775.41346
288.0,1501,777.670239
308.0,1501,779.91281
335.0,1501,782.755226
303.0,1501,859.903315
306.0,1501,862.04995
362.0,1501,864.216395
296.0,1501,867.12108
296.0,1501,869.262517
