#{"t_start": 1684163651.1257415, "env_id": null}
r,l,t
313.0,1501,102.074312
331.0,1501,104.36659
280.0,1501,107.395788
298.0,1501,109.659493
282.0,1501,112.734828
334.0,1501,216.262883
269.0,1501,218.496708
346.0,1501,221.587332
358.0,1501,223.848526
316.0,1501,226.079351
360.0,1501,328.896825
295.0,1501,332.013023
313.0,1501,334.239853
293.0,1501,336.485226
338.0,1501,339.563723
324.0,1501,441.90204
383.0,1501,444.149841
280.0,1501,447.397396
396.0,1501,449.637324
341.0,1501,451.854141
288.0,1501,553.980952
268.0,1501,556.134524
234.0,1501,559.3138
274.0,1501,561.460726
325.0,1501,563.606702
292.0,1501,664.173037
211.0,1501,666.325722
229.0,1501,668.472157
249.0,1501,670.621326
286.0,1501,673.83718
159.0,1501,771.717966
159.0,1501,773.774786
161.0,1501,776.869018
176.0,1501,778.934556
196.0,1501,780.993729
193.0,1501,877.571124
153.0,1501,879.606763
256.0,1501,881.656139
221.0,1501,884.876532
174.0,1501,886.928572
213.0,1501,985.586801
235.0,1501,987.707246
221.0,1501,989.792659
223.0,1501,991.902045
210.0,1501,995.207513
278.0,1501,1095.660495
353.0,1501,1097.857285
271.0,1501,1099.999995
276.0,1501,1102.166163
346.0,1501,1105.691966
