#{"t_start": 1684859048.0835636, "env_id": null}
r,l,t
333.197449,1501,256.496747
213.697052,1501,258.740157
265.697052,1501,262.105531
131.597412,1501,264.295461
252.197144,1501,266.540994
281.997375,1501,520.998095
344.69751,1501,523.264642
247.797089,1501,526.735588
297.09726,1501,528.980326
280.89743,1501,531.209542
192.496429,1501,782.201641
184.296692,1501,784.373314
225.796631,1501,786.554074
147.396149,1501,788.719627
219.096588,1501,792.210926
219.495972,1501,1038.19472
183.595947,1501,1041.917981
217.396515,1501,1044.080751
283.996368,1501,1046.253703
184.596252,1501,1048.395216
171.49704,1501,1296.076371
223.896271,1501,1298.27037
241.296722,1501,1300.460419
250.296417,1501,1302.660554
268.296631,1501,1306.277925
199.596191,1501,1550.668221
157.596375,1501,1552.852724
287.596558,1501,1555.056536
262.096222,1501,1558.678268
243.896088,1501,1560.872978
268.496429,1501,1806.721831
228.996338,1501,1808.926131
328.19635,1501,1811.120014
206.596527,1501,1814.86627
270.796204,1501,1817.060283
192.396088,1501,2062.421139
258.796539,1501,2064.607648
260.996582,1501,2066.779904
261.496674,1501,2068.963733
248.696289,1501,2073.054142
235.296173,1501,2316.8744
250.996124,1501,2319.048269
194.396332,1501,2323.207462
180.896332,1501,2325.380006
219.296204,1501,2327.561816
287.796448,1501,2570.88079
255.596069,1501,2573.088352
239.396027,1501,2575.283728
223.296509,1501,2577.477713
171.395905,1501,2579.653419
