#{"t_start": 1683625383.7335844, "env_id": null}
r,l,t
-83.0,1501,2.744497
11.0,1501,5.305466
-47.0,1501,7.910198
-41.0,1501,10.502328
101.0,1501,13.34025
25.0,1501,16.135805
-3.0,1501,18.562433
109.0,1501,21.300506
51.0,1501,23.904236
-81.0,1501,26.504944
63.0,1501,29.299025
-45.0,1501,31.704416
3.0,1501,34.48035
-7.0,1501,37.128377
159.0,1501,39.784956
71.0,1501,42.663504
129.0,1501,45.111598
5.0,1501,47.901898
-41.0,1501,50.520202
15.0,1501,53.166253
-9.0,1501,56.005155
-1.0,1501,58.442097
81.0,1501,61.231065
-153.0,1501,63.666972
7.0,1501,66.475157
