#{"t_start": 1683712270.0010157, "env_id": null}
r,l,t
232.0,1501,108.656097
295.0,1501,110.765497
301.0,1501,112.833374
388.0,1501,114.711817
306.0,1501,116.792057
334.0,1501,228.346403
365.0,1501,230.463854
315.0,1501,232.527561
351.0,1501,234.61276
351.0,1501,236.778612
291.0,1501,349.748509
293.0,1501,351.56404
294.0,1501,353.736561
331.0,1501,355.562212
282.0,1501,357.742563
274.0,1501,469.520246
277.0,1501,471.319964
278.0,1501,473.55139
332.0,1501,475.353604
303.0,1501,477.600317
274.0,1501,589.586398
252.0,1501,591.49343
286.0,1501,593.787807
246.0,1501,595.528792
203.0,1501,597.252594
253.0,1501,706.808711
332.0,1501,708.622761
326.0,1501,710.448204
309.0,1501,713.36894
253.0,1501,715.344627
282.0,1501,833.474137
306.0,1501,835.34701
258.0,1501,837.853142
212.0,1501,839.714235
268.0,1501,841.593092
304.0,1501,956.227867
359.0,1501,958.038433
277.0,1501,959.847923
357.0,1501,961.68106
281.0,1501,964.330515
352.0,1501,1075.377246
300.0,1501,1078.090513
192.0,1501,1079.945259
352.0,1501,1081.822309
188.0,1501,1084.533499
329.0,1501,1196.654115
264.0,1501,1199.148712
315.0,1501,1201.014256
350.0,1501,1202.872509
352.0,1501,1205.357125
