#{"t_start": 1684662300.6927576, "env_id": null}
r,l,t
148.846558,1501,77.87021
142.845581,1501,80.219231
160.896729,1501,82.759451
114.893799,1501,85.256718
138.544556,1501,87.766907
260.540649,1501,164.98342
272.289795,1501,167.253845
223.839233,1501,169.714753
197.339478,1501,172.187059
281.438843,1501,174.653747
263.289307,1501,253.622418
231.788086,1501,255.854262
239.088623,1501,258.345946
242.738403,1501,260.853158
282.089111,1501,263.38624
217.938599,1501,340.590437
235.388672,1501,342.869454
249.088623,1501,345.367791
267.28833,1501,347.862908
236.138306,1501,350.366446
247.489014,1501,427.804431
202.93811,1501,430.048344
262.688232,1501,432.685811
327.989746,1501,434.950188
202.438354,1501,437.612585
224.338013,1501,515.502146
156.237671,1501,518.205226
274.488525,1501,520.52652
181.937622,1501,523.210032
223.437866,1501,525.915112
312.238647,1501,603.073487
231.037476,1501,605.319942
258.638062,1501,607.915467
281.588379,1501,610.54637
219.738892,1501,612.829355
249.240112,1501,691.581078
214.19043,1501,693.873369
234.490479,1501,696.596097
220.989258,1501,698.868145
247.0896,1501,701.566601
183.839233,1501,781.340229
298.589844,1501,783.647394
218.838745,1501,786.325123
317.940552,1501,788.629129
202.73938,1501,791.314549
282.940063,1501,869.002091
260.238647,1501,871.247277
181.387695,1501,873.973056
242.639038,1501,876.227652
262.288818,1501,878.982196
