#{"t_start": 1684436586.016149, "env_id": null}
r,l,t
-1.0,1501,104.304475
79.0,1501,106.740287
5.0,1501,109.178107
95.0,1501,112.529767
-7.0,1501,114.969968
164.75,1501,220.684333
149.0,1501,223.041324
67.75,1501,225.378008
-11.75,1501,228.642401
48.75,1501,230.970242
193.75,1501,335.86023
240.0,1501,339.082
172.5,1501,341.325657
174.75,1501,343.571445
141.0,1501,346.77457
289.0,1501,451.267129
226.75,1501,453.549394
168.75,1501,455.78986
172.75,1501,459.149708
195.5,1501,461.399943
237.0,1501,564.87013
121.5,1501,567.105196
238.5,1501,570.428735
111.5,1501,572.640631
79.5,1501,574.85859
224.25,1501,677.835695
255.25,1501,680.106709
225.25,1501,683.498185
185.5,1501,685.738537
194.5,1501,687.958949
218.0,1501,791.391992
231.25,1501,793.678025
193.25,1501,795.922128
189.5,1501,798.184844
170.5,1501,801.544591
155.25,1501,903.749995
180.25,1501,906.002898
229.75,1501,908.228465
140.25,1501,911.710315
213.75,1501,913.946805
186.25,1501,1016.984566
256.25,1501,1019.222439
252.75,1501,1021.475567
176.25,1501,1024.987324
161.25,1501,1027.234697
201.5,1501,1130.063376
128.5,1501,1132.300953
149.5,1501,1134.51805
162.75,1501,1136.732107
187.75,1501,1138.956971
