#{"t_start": 1683678376.0797665, "env_id": null}
r,l,t
-27.0,1501,38.390364
21.0,1501,40.375306
85.0,1501,42.359345
91.0,1501,45.266715
47.0,1501,47.252609
-123.0,1501,89.847827
-119.0,1501,92.735384
-41.0,1501,94.715688
-3.0,1501,96.693668
-31.0,1501,99.577611
279.0,1501,137.282859
225.0,1501,139.138716
286.0,1501,141.961345
276.0,1501,143.8288
202.0,1501,145.683202
244.0,1501,184.195427
226.0,1501,185.86532
193.0,1501,187.50515
205.0,1501,189.151253
232.0,1501,191.775996
244.0,1501,229.063586
244.0,1501,230.74882
248.0,1501,232.409212
197.0,1501,235.105774
215.0,1501,236.797309
280.0,1501,274.773105
301.0,1501,276.536625
322.0,1501,279.251704
264.0,1501,281.017108
252.0,1501,282.777171
301.0,1501,320.966976
326.0,1501,323.807497
298.0,1501,325.53758
332.0,1501,327.292456
290.0,1501,329.017511
227.0,1501,366.53491
240.0,1501,369.304451
244.0,1501,370.97615
249.0,1501,372.64137
217.0,1501,374.331185
298.0,1501,412.137587
336.0,1501,415.021559
281.0,1501,416.757719
266.0,1501,418.49634
260.0,1501,420.249276
183.0,1501,459.598418
219.0,1501,461.267395
157.0,1501,464.060781
199.0,1501,465.709062
216.0,1501,467.380422
