#{"t_start": 1683648701.7820683, "env_id": null}
r,l,t
-85.0,1501,78.036186
25.0,1501,80.466442
-19.0,1501,82.892431
47.0,1501,86.159454
31.0,1501,88.587887
332.0,1501,165.719918
313.0,1501,168.743768
308.0,1501,170.903867
329.0,1501,173.974022
336.0,1501,176.172438
295.0,1501,252.837028
270.0,1501,255.914334
318.0,1501,258.056657
276.0,1501,260.209879
252.0,1501,262.355333
264.0,1501,340.188901
298.0,1501,343.285926
315.0,1501,345.49846
300.0,1501,347.711851
325.0,1501,350.778541
376.0,1501,428.952549
304.0,1501,431.179906
364.0,1501,433.413656
339.0,1501,436.665282
310.0,1501,438.873777
282.0,1501,516.481379
251.0,1501,519.696019
330.0,1501,521.936757
334.0,1501,524.175449
324.0,1501,527.416865
287.0,1501,605.01696
377.0,1501,607.267846
331.0,1501,610.498592
330.0,1501,612.76457
330.0,1501,615.038093
263.0,1501,693.371949
299.0,1501,695.555956
380.0,1501,697.755707
296.0,1501,699.912302
269.0,1501,703.089775
309.0,1501,779.860913
285.0,1501,782.078211
311.0,1501,784.308409
280.0,1501,787.541714
266.0,1501,789.751046
286.0,1501,867.787047
449.0,1501,870.094368
164.0,1501,872.35079
252.0,1501,875.780925
246.0,1501,878.055012
