#{"t_start": 1684670524.5419972, "env_id": null}
r,l,t
-31.0,1501,28.535002
-65.0,1501,31.205212
3.0,1501,33.922616
89.0,1501,36.632566
21.0,1501,39.377606
231.002014,1501,66.960077
198.902039,1501,69.283203
178.101959,1501,71.833294
257.201965,1501,74.421436
215.952087,1501,77.004144
223.553253,1501,104.41504
205.502869,1501,106.937527
226.50351,1501,109.452741
207.453186,1501,112.011803
199.452881,1501,114.276644
184.754028,1501,142.033184
182.753479,1501,144.284639
175.553284,1501,146.776701
188.802307,1501,149.299421
155.953308,1501,151.806574
157.453796,1501,179.224397
164.254578,1501,181.74432
173.204742,1501,184.267671
142.60376,1501,186.505977
144.304001,1501,189.018581
186.853851,1501,216.241129
194.553833,1501,218.78028
187.303436,1501,221.016883
191.053253,1501,223.536914
190.253876,1501,226.058084
153.153534,1501,253.526117
214.803925,1501,255.741355
195.452972,1501,258.290101
169.753387,1501,260.889512
217.204102,1501,263.085517
221.50354,1501,290.568345
209.153168,1501,293.162574
202.603333,1501,295.409811
218.90332,1501,297.950858
222.902802,1501,300.527494
237.30304,1501,327.703647
178.952881,1501,330.3361
219.403046,1501,333.031325
246.4534,1501,335.285635
233.053497,1501,337.901581
203.902802,1501,365.082917
220.353241,1501,367.710951
201.802765,1501,370.385127
173.102448,1501,372.648712
189.40329,1501,375.28951
