#{"t_start": 1683673830.6977751, "env_id": null}
r,l,t
304.0,1501,60.988018
288.0,1501,62.770535
270.0,1501,65.202583
341.0,1501,67.002262
315.0,1501,68.80749
217.0,1501,127.872454
138.0,1501,129.491924
171.0,1501,131.779315
134.0,1501,133.393405
158.0,1501,134.989971
417.0,1501,192.710493
362.0,1501,195.258013
331.0,1501,197.082992
390.0,1501,199.689502
325.0,1501,201.52237
321.0,1501,267.052645
272.0,1501,269.581033
341.0,1501,271.384184
362.0,1501,273.209913
326.0,1501,275.689475
249.0,1501,333.842821
343.0,1501,335.680663
269.0,1501,338.314029
284.0,1501,340.130867
267.0,1501,341.946792
270.0,1501,405.181781
304.0,1501,407.058006
303.0,1501,409.63857
368.0,1501,411.471229
367.0,1501,413.324945
345.0,1501,475.697835
341.0,1501,479.216454
298.0,1501,481.932589
308.0,1501,484.127712
340.0,1501,486.755677
282.0,1501,550.984668
316.0,1501,552.831144
306.0,1501,555.5251
368.0,1501,557.373667
255.0,1501,559.209594
204.0,1501,620.158116
358.0,1501,622.799351
259.0,1501,624.617391
302.0,1501,626.461971
290.0,1501,629.136084
267.0,1501,690.065854
322.0,1501,691.905982
313.0,1501,693.736904
332.0,1501,695.57113
274.0,1501,698.344401
