#{"t_start": 1683669800.5317085, "env_id": null}
r,l,t
93.0,1501,3.673253
45.0,1501,5.890604
-33.0,1501,8.061253
1.0,1501,10.222118
-71.0,1501,12.388285
33.0,1501,16.341628
-85.0,1501,18.566889
61.0,1501,20.749271
21.0,1501,22.950621
11.0,1501,25.149422
0.0,1501,28.451048
0.0,1501,30.088546
0.0,1501,31.724476
0.0,1501,33.371803
0.0,1501,35.019401
-9.0,1501,38.809793
-53.0,1501,40.98617
-17.0,1501,43.164282
-81.0,1501,45.346195
-73.0,1501,47.515676
79.0,1501,53.024472
27.0,1501,56.248991
-47.0,1501,58.62073
43.0,1501,60.605503
-5.0,1501,62.766386
164.0,1501,66.515544
82.0,1501,68.458884
36.0,1501,70.395646
72.0,1501,72.408252
83.0,1501,74.373275
79.0,1501,78.392761
-81.0,1501,80.376205
91.0,1501,82.547772
-11.0,1501,84.722136
-115.0,1501,86.903411
123.0,1501,90.803286
283.0,1501,92.923508
176.0,1501,95.042367
128.0,1501,96.942942
353.0,1501,99.032743
-109.0,1501,103.161017
-21.0,1501,105.343709
41.0,1501,107.527998
27.0,1501,109.722245
-49.0,1501,111.920945
-41.0,1501,115.70697
-41.0,1501,117.89366
29.0,1501,120.084637
-31.0,1501,122.283846
-13.0,1501,124.495832
