#{"t_start": 1684084210.0299737, "env_id": null}
r,l,t
194.0,1501,153.456373
139.0,1501,155.632169
113.0,1501,158.537196
193.0,1501,160.668935
120.0,1501,162.744643
287.0,1501,316.482566
370.0,1501,318.757977
314.0,1501,321.774926
301.0,1501,324.03589
267.0,1501,326.334363
304.0,1501,481.625856
335.0,1501,483.859801
331.0,1501,486.981456
326.0,1501,489.234962
262.0,1501,491.469876
333.0,1501,646.28823
384.0,1501,648.529079
380.0,1501,650.770533
284.0,1501,653.969007
310.0,1501,656.217508
292.0,1501,811.542845
255.0,1501,813.788015
357.0,1501,816.004253
322.0,1501,818.18938
228.0,1501,821.394394
212.0,1501,975.584415
334.0,1501,977.839088
332.0,1501,980.120235
337.0,1501,982.366628
314.0,1501,985.737048
212.0,1501,1136.952585
347.0,1501,1139.12983
275.0,1501,1142.457551
272.0,1501,1144.610761
250.0,1501,1146.765804
232.0,1501,1301.52516
291.0,1501,1303.849965
377.0,1501,1306.168613
293.0,1501,1308.472217
259.0,1501,1310.79813
332.0,1501,1467.397974
331.0,1501,1469.623883
357.0,1501,1471.860639
312.0,1501,1475.40709
287.0,1501,1477.601568
264.0,1501,1630.744469
318.0,1501,1633.03677
250.0,1501,1636.436358
317.0,1501,1638.740346
238.0,1501,1641.001531
