#{"t_start": 1684840109.032105, "env_id": null}
r,l,t
245.696594,1501,255.347181
274.896698,1501,257.941899
191.896881,1501,260.186536
264.696503,1501,262.745567
277.996307,1501,265.304926
284.797333,1501,522.919498
280.497375,1501,525.72872
312.297302,1501,528.038799
262.297516,1501,530.826933
247.397186,1501,533.127954
230.197296,1501,794.734721
270.697632,1501,797.074985
253.997467,1501,799.921331
288.997345,1501,802.258774
337.597473,1501,805.145163
233.796753,1501,1065.693398
317.09729,1501,1068.019836
281.697021,1501,1070.318459
238.796753,1501,1073.369044
270.197113,1501,1075.659015
174.796234,1501,1337.189511
231.396454,1501,1339.481123
154.596527,1501,1342.29636
224.196655,1501,1344.601811
266.196777,1501,1347.455981
192.796234,1501,1607.053891
269.896545,1501,1609.348612
296.396667,1501,1611.650429
239.0961,1501,1614.555102
295.096558,1501,1616.850516
218.296234,1501,1872.338137
260.296356,1501,1874.609596
140.596161,1501,1876.841597
244.196167,1501,1879.928917
199.396332,1501,1882.194516
187.496185,1501,2140.342737
220.196228,1501,2142.566174
253.096252,1501,2145.992544
211.496185,1501,2148.230819
191.39624,1501,2150.457223
237.096436,1501,2409.716675
243.595825,1501,2413.211512
223.196075,1501,2415.42944
205.596649,1501,2417.666626
263.496613,1501,2419.931769
192.095978,1501,2678.511444
228.996429,1501,2680.785857
184.796173,1501,2683.074202
250.296265,1501,2686.294368
233.296509,1501,2688.583927
