#{"t_start": 1686683736.7561827, "env_id": null}
r,l,t
536.234375,10001,275.797113
537.63501,10001,291.943697
527.243042,10001,307.816598
535.23291,10001,325.999767
523.143494,10001,342.061937
1555.246704,10001,614.222492
1633.849976,10001,631.845178
1616.54834,10001,647.046527
1637.047485,10001,665.004918
1659.949219,10001,682.476253
1763.535767,10001,956.287583
1713.535889,10001,976.047781
1533.630615,10001,994.241229
1681.638428,10001,1012.15923
1717.937378,10001,1029.756794
759.499573,10001,1314.938799
836.399719,10001,1334.374317
867.899536,10001,1350.855694
915.199646,10001,1369.884466
903.499756,10001,1389.000914
1878.142212,10001,1662.100428
1548.034668,10001,1679.996089
1880.041138,10001,1697.811036
1739.937744,10001,1715.841678
1623.734863,10001,1733.875724
1244.803467,10001,2006.272
1111.402954,10001,2024.967526
988.904297,10001,2043.734821
986.903931,10001,2059.974334
1097.203857,10001,2080.935099
1624.023071,10001,2351.948492
1655.625244,10001,2371.1292
1624.526367,10001,2386.668966
1634.425537,10001,2405.885152
1735.025635,10001,2421.411811
1597.428833,10001,2689.387752
1664.130615,10001,2707.592883
1733.430542,10001,2725.97511
1744.430298,10001,2744.213876
1718.528564,10001,2762.382548
1835.823608,10001,3039.296391
1630.824219,10001,3057.888988
1778.326538,10001,3076.574189
1759.123413,10001,3092.111679
1744.124878,10001,3110.780454
1669.825195,10001,3447.644785
1583.026001,10001,3467.600638
1872.126953,10001,3486.897481
1725.124023,10001,3502.567585
1931.026855,10001,3521.718923
