#{"t_start": 1683675501.3034852, "env_id": null}
r,l,t
-51.0,1501,5.013569
51.0,1501,7.99862
35.0,1501,13.969146
-47.0,1501,16.912378
27.0,1501,20.264613
-99.0,1501,26.084976
83.0,1501,28.970279
33.0,1501,32.35076
-5.0,1501,35.19867
51.0,1501,37.634999
-65.0,1501,43.22577
3.0,1501,45.367256
-17.0,1501,47.814513
103.0,1501,49.817047
-71.0,1501,52.268773
-31.0,1501,56.387769
37.0,1501,58.382952
3.0,1501,60.385252
51.0,1501,62.796174
65.0,1501,65.236077
-41.0,1501,68.946633
21.0,1501,71.373051
-105.0,1501,73.367849
11.0,1501,75.786293
-49.0,1501,78.281523
33.0,1501,81.93632
-19.0,1501,84.361236
27.0,1501,86.363055
-21.0,1501,88.786053
25.0,1501,90.789798
-55.0,1501,94.848092
17.0,1501,97.278837
69.0,1501,99.279406
27.0,1501,101.708056
-39.0,1501,103.706106
-3.0,1501,107.776698
91.0,1501,110.222305
-1.0,1501,112.225655
99.0,1501,114.662448
-123.0,1501,116.663843
-3.0,1501,120.756257
175.0,1501,123.20088
-71.0,1501,125.204086
15.0,1501,127.669225
31.0,1501,129.65718
133.0,1501,133.789098
149.0,1501,135.782827
19.0,1501,138.201205
-3.0,1501,140.202553
21.0,1501,142.620347
