#{"t_start": 1683284127.6281612, "env_id": null}
r,l,t
35.0,501,13.660469
23.0,551,14.567328
0.0,606,15.729615
0.0,666,16.837057
3.0,733,18.210069
93.0,806,31.169457
109.0,886,32.756563
153.0,975,34.315669
162.0,1072,36.138718
167.0,1179,38.1519
169.0,1297,51.892547
214.0,1427,54.023156
21.0,1570,56.748476
78.0,1727,59.533364
172.0,1899,62.552203
385.0,2089,77.368886
426.0,2298,81.233804
433.0,2528,85.256795
487.0,2780,89.635046
735.0,3058,94.659416
598.0,3364,111.538582
701.0,3701,117.216851
824.0,4071,123.699881
736.0,4478,130.941954
916.0,4925,138.598387
873.0,5418,158.644428
1189.0,5960,168.243595
1210.0,6555,178.606556
1164.0,7211,190.139251
1294.0,7932,202.491302
1412.0,8725,227.993718
1719.0,9598,243.271371
1533.0,10557,260.225028
2099.0,11613,278.80231
1966.0,12774,298.556674
2114.0,14052,332.810064
2191.0,15457,356.691566
2497.0,17002,383.220373
2376.0,18703,412.2321
2703.0,20573,444.616277
1912.0,22630,489.542134
1928.0,24893,526.778614
2303.0,27382,566.856462
1721.0,30121,611.453054
2362.0,33133,659.678434
3205.0,36446,726.857251
3608.0,40090,786.351991
3428.0,44099,851.753376
3958.0,48509,924.075784
3594.0,53360,1001.717267
