#{"t_start": 1684665267.7485805, "env_id": null}
r,l,t
37.0,1501,76.492515
-25.0,1501,79.156532
133.0,1501,81.840258
-13.0,1501,84.235102
27.0,1501,86.887164
-55.0,1501,164.144986
-57.0,1501,166.847135
53.0,1501,169.238227
35.0,1501,171.901713
31.0,1501,174.581357
89.0,1501,252.347292
97.0,1501,254.74024
61.0,1501,257.461576
71.0,1501,260.215391
21.0,1501,262.614453
57.0,1501,341.306194
-3.0,1501,343.751338
79.0,1501,346.489995
45.0,1501,349.260327
41.0,1501,351.689158
99.0,1501,430.443467
7.0,1501,432.845053
25.0,1501,435.698644
47.0,1501,438.104179
21.0,1501,440.951581
-13.0,1501,520.040158
9.0,1501,522.904678
-3.0,1501,525.323885
-69.0,1501,528.181382
85.0,1501,530.606219
-95.0,1501,610.127359
-15.0,1501,612.57841
-107.0,1501,615.432265
107.0,1501,617.884864
1.0,1501,620.739942
-95.0,1501,700.216468
-43.0,1501,703.137455
59.0,1501,705.562198
19.0,1501,708.460121
9.0,1501,710.885534
-43.0,1501,790.920208
-65.0,1501,793.82938
-21.0,1501,796.294211
-13.0,1501,799.221935
3.0,1501,801.667221
9.0,1501,881.522226
-25.0,1501,883.930269
-19.0,1501,886.948824
71.0,1501,889.362773
-79.0,1501,892.413394
