#{"t_start": 1684417378.2874959, "env_id": null}
r,l,t
-81.0,1501,52.797238
115.0,1501,55.216969
-97.0,1501,57.95955
-153.0,1501,60.739235
33.0,1501,63.559283
-35.0,1501,117.901049
-87.0,1501,120.336672
-65.0,1501,123.055485
-23.0,1501,125.814061
19.0,1501,128.22217
49.0,1501,182.410035
97.0,1501,185.192378
87.0,1501,187.583178
105.0,1501,190.343268
37.0,1501,192.735009
-31.0,1501,247.773459
-5.0,1501,250.170591
-47.0,1501,252.929183
17.0,1501,255.718071
-17.0,1501,258.102721
69.0,1501,313.035985
9.0,1501,315.423221
-41.0,1501,318.274268
49.0,1501,320.681024
111.0,1501,323.525843
15.0,1501,378.00866
61.0,1501,380.789707
-27.0,1501,383.622857
59.0,1501,386.044726
-35.0,1501,388.818849
39.0,1501,443.695271
-15.0,1501,446.611231
19.0,1501,449.013069
11.0,1501,451.401307
127.0,1501,454.395107
-9.0,1501,509.704567
-55.0,1501,512.085788
49.0,1501,514.46272
-51.0,1501,517.372834
79.0,1501,519.761629
79.0,1501,574.885464
21.0,1501,577.802804
39.0,1501,580.212704
83.0,1501,583.08535
3.0,1501,585.479284
65.0,1501,641.424473
17.0,1501,643.817386
-137.0,1501,646.208221
7.0,1501,649.165723
-25.0,1501,651.556043
