#{"t_start": 1684431735.7052205, "env_id": null}
r,l,t
-73.0,1501,103.004944
-69.0,1501,105.931745
-55.0,1501,108.901179
31.0,1501,111.330635
47.0,1501,114.298934
29.0,1501,219.372883
25.0,1501,221.797209
9.0,1501,224.780972
37.0,1501,227.198786
61.0,1501,230.204815
211.5,1501,334.874385
168.0,1501,337.76213
253.5,1501,340.062497
114.25,1501,342.947162
253.25,1501,345.256235
168.75,1501,448.518767
270.75,1501,450.801257
218.5,1501,453.061211
133.25,1501,456.091959
291.25,1501,458.369238
211.5,1501,561.214131
167.25,1501,563.48235
202.25,1501,566.525603
156.25,1501,568.769466
205.25,1501,571.032093
199.75,1501,673.46968
138.0,1501,675.748264
139.25,1501,678.748444
202.25,1501,681.016064
262.5,1501,683.291554
152.75,1501,785.688999
134.0,1501,787.930427
160.25,1501,790.915636
248.25,1501,793.159559
183.5,1501,795.412297
158.0,1501,898.737845
150.75,1501,901.007558
238.75,1501,903.27256
209.25,1501,905.532411
164.0,1501,908.685508
190.25,1501,1011.711317
141.75,1501,1014.848717
276.0,1501,1017.14631
116.25,1501,1019.4195
150.25,1501,1022.543163
160.5,1501,1123.854105
129.5,1501,1127.110463
146.5,1501,1129.255346
162.25,1501,1131.40042
124.75,1501,1133.541035
