#{"t_start": 1683670810.8984458, "env_id": null}
r,l,t
3.0,1501,20.080633
-9.0,1501,22.493283
123.0,1501,24.487165
-53.0,1501,26.872086
1.0,1501,29.347174
-33.0,1501,49.156116
21.0,1501,51.570668
-9.0,1501,53.982477
-35.0,1501,55.978377
1.0,1501,58.372041
53.0,1501,80.578034
-39.0,1501,83.446046
-97.0,1501,86.077044
65.0,1501,88.060024
-71.0,1501,90.455496
291.0,1501,111.406923
258.0,1501,113.267287
318.0,1501,115.563199
265.0,1501,117.429378
325.0,1501,119.719915
274.0,1501,140.213625
339.0,1501,142.043089
268.0,1501,144.353511
295.0,1501,146.168077
376.0,1501,148.47264
338.0,1501,168.397004
264.0,1501,170.668352
277.0,1501,172.479548
286.0,1501,174.735349
323.0,1501,177.068728
358.0,1501,201.080503
309.0,1501,202.895415
310.0,1501,205.168112
312.0,1501,206.995028
354.0,1501,209.29935
328.0,1501,230.043825
282.0,1501,231.859224
269.0,1501,234.117818
275.0,1501,235.925252
348.0,1501,238.224432
294.0,1501,258.748339
292.0,1501,260.571112
287.0,1501,262.898896
328.0,1501,264.721154
292.0,1501,267.020633
426.0,1501,287.607614
298.0,1501,289.41491
293.0,1501,291.713459
318.0,1501,293.523583
341.0,1501,295.842072
